reference_scene,secondary_scene,reference_date,secondary_date,temporal_baseline_days,orbit_direction,relative_orbit,pair_key,selection_status
S1A_IW_SLC__1SDV_20250323T122114_20250323T122141_058432_073A14_60BC,S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3,2025-03-23,2025-04-16,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250323T122114_20250323T122141_058432_073A14_60BC__S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3,CANDIDATE
S1A_IW_SLC__1SDV_20250404T122114_20250404T122141_058607_074127_F160,S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3,2025-04-04,2025-04-16,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250404T122114_20250404T122141_058607_074127_F160__S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3,CANDIDATE
S1A_IW_SLC__1SDV_20250404T122114_20250404T122141_058607_074127_F160,S1A_IW_SLC__1SDV_20250428T122114_20250428T122141_058957_074F7C_57E2,2025-04-04,2025-04-28,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250404T122114_20250404T122141_058607_074127_F160__S1A_IW_SLC__1SDV_20250428T122114_20250428T122141_058957_074F7C_57E2,CANDIDATE
S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3,S1A_IW_SLC__1SDV_20250428T122114_20250428T122141_058957_074F7C_57E2,2025-04-16,2025-04-28,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3__S1A_IW_SLC__1SDV_20250428T122114_20250428T122141_058957_074F7C_57E2,CANDIDATE
S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3,S1A_IW_SLC__1SDV_20250510T122114_20250510T122141_059132_075632_A211,2025-04-16,2025-05-10,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250416T122114_20250416T122141_058782_074851_2AF3__S1A_IW_SLC__1SDV_20250510T122114_20250510T122141_059132_075632_A211,CANDIDATE
S1A_IW_SLC__1SDV_20250428T122114_20250428T122141_058957_074F7C_57E2,S1A_IW_SLC__1SDV_20250510T122114_20250510T122141_059132_075632_A211,2025-04-28,2025-05-10,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250428T122114_20250428T122141_058957_074F7C_57E2__S1A_IW_SLC__1SDV_20250510T122114_20250510T122141_059132_075632_A211,CANDIDATE
S1A_IW_SLC__1SDV_20250510T122114_20250510T122141_059132_075632_A211,S1A_IW_SLC__1SDV_20250603T122113_20250603T122140_059482_076251_80F8,2025-05-10,2025-06-03,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250510T122114_20250510T122141_059132_075632_A211__S1A_IW_SLC__1SDV_20250603T122113_20250603T122140_059482_076251_80F8,CANDIDATE
S1A_IW_SLC__1SDV_20250603T122113_20250603T122140_059482_076251_80F8,S1A_IW_SLC__1SDV_20250615T122112_20250615T122139_059657_076846_9EF7,2025-06-03,2025-06-15,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250603T122113_20250603T122140_059482_076251_80F8__S1A_IW_SLC__1SDV_20250615T122112_20250615T122139_059657_076846_9EF7,CANDIDATE
S1A_IW_SLC__1SDV_20250603T122113_20250603T122140_059482_076251_80F8,S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710,2025-06-03,2025-06-27,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250603T122113_20250603T122140_059482_076251_80F8__S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710,CANDIDATE
S1A_IW_SLC__1SDV_20250615T122112_20250615T122139_059657_076846_9EF7,S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710,2025-06-15,2025-06-27,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250615T122112_20250615T122139_059657_076846_9EF7__S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710,CANDIDATE
S1A_IW_SLC__1SDV_20250615T122112_20250615T122139_059657_076846_9EF7,S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658,2025-06-15,2025-07-09,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250615T122112_20250615T122139_059657_076846_9EF7__S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658,CANDIDATE
S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710,S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658,2025-06-27,2025-07-09,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710__S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658,CANDIDATE
S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710,S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6,2025-06-27,2025-07-21,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250627T122112_20250627T122139_059832_076E5B_6710__S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6,CANDIDATE
S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658,S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6,2025-07-09,2025-07-21,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658__S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6,CANDIDATE
S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658,S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958,2025-07-09,2025-08-02,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250709T122111_20250709T122138_060007_07746D_C658__S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958,CANDIDATE
S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6,S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958,2025-07-21,2025-08-02,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6__S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958,CANDIDATE
S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6,S1A_IW_SLC__1SDV_20250814T122110_20250814T122137_060532_07870F_58A9,2025-07-21,2025-08-14,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250721T122110_20250721T122137_060182_077A6E_0CE6__S1A_IW_SLC__1SDV_20250814T122110_20250814T122137_060532_07870F_58A9,CANDIDATE
S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958,S1A_IW_SLC__1SDV_20250814T122110_20250814T122137_060532_07870F_58A9,2025-08-02,2025-08-14,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958__S1A_IW_SLC__1SDV_20250814T122110_20250814T122137_060532_07870F_58A9,CANDIDATE
S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958,S1A_IW_SLC__1SDV_20250826T122110_20250826T122137_060707_078DF4_9818,2025-08-02,2025-08-26,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250802T122110_20250802T122137_060357_078073_F958__S1A_IW_SLC__1SDV_20250826T122110_20250826T122137_060707_078DF4_9818,CANDIDATE
S1A_IW_SLC__1SDV_20250826T122110_20250826T122137_060707_078DF4_9818,S1A_IW_SLC__1SDV_20250907T122111_20250907T122138_060882_0794E5_21D9,2025-08-26,2025-09-07,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250826T122110_20250826T122137_060707_078DF4_9818__S1A_IW_SLC__1SDV_20250907T122111_20250907T122138_060882_0794E5_21D9,CANDIDATE
S1A_IW_SLC__1SDV_20250907T122111_20250907T122138_060882_0794E5_21D9,S1A_IW_SLC__1SDV_20250919T122111_20250919T122138_061057_079BEA_6724,2025-09-07,2025-09-19,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250907T122111_20250907T122138_060882_0794E5_21D9__S1A_IW_SLC__1SDV_20250919T122111_20250919T122138_061057_079BEA_6724,CANDIDATE
S1A_IW_SLC__1SDV_20250907T122111_20250907T122138_060882_0794E5_21D9,S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE,2025-09-07,2025-10-01,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250907T122111_20250907T122138_060882_0794E5_21D9__S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE,CANDIDATE
S1A_IW_SLC__1SDV_20250919T122111_20250919T122138_061057_079BEA_6724,S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE,2025-09-19,2025-10-01,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250919T122111_20250919T122138_061057_079BEA_6724__S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE,CANDIDATE
S1A_IW_SLC__1SDV_20250919T122111_20250919T122138_061057_079BEA_6724,S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387,2025-09-19,2025-10-13,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20250919T122111_20250919T122138_061057_079BEA_6724__S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387,CANDIDATE
S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE,S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387,2025-10-01,2025-10-13,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE__S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387,CANDIDATE
S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE,S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E,2025-10-01,2025-10-25,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251001T122111_20251001T122138_061232_07A2FE_28FE__S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E,CANDIDATE
S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387,S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E,2025-10-13,2025-10-25,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387__S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E,CANDIDATE
S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387,S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D,2025-10-13,2025-11-06,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251013T122111_20251013T122138_061407_07AA07_2387__S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D,CANDIDATE
S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E,S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D,2025-10-25,2025-11-06,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E__S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D,CANDIDATE
S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E,S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A,2025-10-25,2025-11-18,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251025T122111_20251025T122138_061582_07B10C_0F5E__S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A,CANDIDATE
S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D,S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A,2025-11-06,2025-11-18,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D__S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A,CANDIDATE
S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D,S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A,2025-11-06,2025-11-30,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251106T122111_20251106T122138_061757_07B7F5_F92D__S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A,CANDIDATE
S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A,S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A,2025-11-18,2025-11-30,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A__S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A,CANDIDATE
S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A,S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175,2025-11-18,2025-12-12,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251118T122110_20251118T122137_061932_07BEC4_925A__S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175,CANDIDATE
S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A,S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175,2025-11-30,2025-12-12,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A__S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175,CANDIDATE
S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A,S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE,2025-11-30,2025-12-24,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251130T122109_20251130T122136_062107_07C58F_EC4A__S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE,CANDIDATE
S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175,S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE,2025-12-12,2025-12-24,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175__S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE,CANDIDATE
S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175,S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A,2025-12-12,2026-01-05,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251212T122108_20251212T122135_062282_07CC69_C175__S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A,CANDIDATE
S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE,S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A,2025-12-24,2026-01-05,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE__S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A,CANDIDATE
S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE,S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE,2025-12-24,2026-01-17,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20251224T122106_20251224T122133_062457_07D32E_2FEE__S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE,CANDIDATE
S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A,S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE,2026-01-05,2026-01-17,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A__S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE,CANDIDATE
S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A,S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130,2026-01-05,2026-01-29,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260105T122105_20260105T122132_062632_07D9F5_633A__S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130,CANDIDATE
S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE,S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130,2026-01-17,2026-01-29,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE__S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130,CANDIDATE
S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE,S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF,2026-01-17,2026-02-10,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260117T122104_20260117T122131_062807_07E0AD_62DE__S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF,CANDIDATE
S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130,S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF,2026-01-29,2026-02-10,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130__S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF,CANDIDATE
S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130,S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE,2026-01-29,2026-02-22,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260129T122104_20260129T122131_062982_07E6FE_C130__S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE,CANDIDATE
S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF,S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE,2026-02-10,2026-02-22,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF__S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE,CANDIDATE
S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF,S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5,2026-02-10,2026-03-06,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260210T122103_20260210T122130_063157_07ED85_E1AF__S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5,CANDIDATE
S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE,S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5,2026-02-22,2026-03-06,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE__S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5,CANDIDATE
S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE,S1A_IW_SLC__1SDV_20260318T122102_20260318T122129_063682_08015B_6B10,2026-02-22,2026-03-18,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260222T122102_20260222T122129_063332_07F424_5EAE__S1A_IW_SLC__1SDV_20260318T122102_20260318T122129_063682_08015B_6B10,CANDIDATE
S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5,S1A_IW_SLC__1SDV_20260318T122102_20260318T122129_063682_08015B_6B10,2026-03-06,2026-03-18,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5__S1A_IW_SLC__1SDV_20260318T122102_20260318T122129_063682_08015B_6B10,CANDIDATE
S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5,S1A_IW_SLC__1SDV_20260330T122102_20260330T122129_063857_0807DF_27F2,2026-03-06,2026-03-30,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260306T122102_20260306T122129_063507_07FACC_4ED5__S1A_IW_SLC__1SDV_20260330T122102_20260330T122129_063857_0807DF_27F2,CANDIDATE
S1A_IW_SLC__1SDV_20260318T122102_20260318T122129_063682_08015B_6B10,S1A_IW_SLC__1SDV_20260330T122102_20260330T122129_063857_0807DF_27F2,2026-03-18,2026-03-30,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260318T122102_20260318T122129_063682_08015B_6B10__S1A_IW_SLC__1SDV_20260330T122102_20260330T122129_063857_0807DF_27F2,CANDIDATE
S1A_IW_SLC__1SDV_20260330T122102_20260330T122129_063857_0807DF_27F2,S1A_IW_SLC__1SDV_20260411T122103_20260411T122129_064032_080E70_C764,2026-03-30,2026-04-11,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260330T122102_20260330T122129_063857_0807DF_27F2__S1A_IW_SLC__1SDV_20260411T122103_20260411T122129_064032_080E70_C764,CANDIDATE
S1A_IW_SLC__1SDV_20260411T122103_20260411T122129_064032_080E70_C764,S1A_IW_SLC__1SDV_20260423T122103_20260423T122130_064207_0814F9_0A7E,2026-04-11,2026-04-23,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260411T122103_20260411T122129_064032_080E70_C764__S1A_IW_SLC__1SDV_20260423T122103_20260423T122130_064207_0814F9_0A7E,CANDIDATE
S1A_IW_SLC__1SDV_20260423T122103_20260423T122130_064207_0814F9_0A7E,S1A_IW_SLC__1SDV_20260505T122105_20260505T122132_064382_081B72_932A,2026-04-23,2026-05-05,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260423T122103_20260423T122130_064207_0814F9_0A7E__S1A_IW_SLC__1SDV_20260505T122105_20260505T122132_064382_081B72_932A,CANDIDATE
S1A_IW_SLC__1SDV_20260505T122105_20260505T122132_064382_081B72_932A,S1A_IW_SLC__1SDV_20260517T122105_20260517T122132_064557_08219F_B3CC,2026-05-05,2026-05-17,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260505T122105_20260505T122132_064382_081B72_932A__S1A_IW_SLC__1SDV_20260517T122105_20260517T122132_064557_08219F_B3CC,CANDIDATE
S1A_IW_SLC__1SDV_20260505T122105_20260505T122132_064382_081B72_932A,S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0,2026-05-05,2026-05-29,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260505T122105_20260505T122132_064382_081B72_932A__S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0,CANDIDATE
S1A_IW_SLC__1SDV_20260517T122105_20260517T122132_064557_08219F_B3CC,S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0,2026-05-17,2026-05-29,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260517T122105_20260517T122132_064557_08219F_B3CC__S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0,CANDIDATE
S1A_IW_SLC__1SDV_20260517T122105_20260517T122132_064557_08219F_B3CC,S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292,2026-05-17,2026-06-10,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260517T122105_20260517T122132_064557_08219F_B3CC__S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292,CANDIDATE
S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0,S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292,2026-05-29,2026-06-10,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0__S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292,CANDIDATE
S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0,S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A,2026-05-29,2026-06-22,24.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260529T122104_20260529T122131_064732_0827C0_7CD0__S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A,CANDIDATE
S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292,S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A,2026-06-10,2026-06-22,12.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292__S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A,CANDIDATE
S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292,S1D_IW_SLC__1SDV_20260629T122022_20260629T122049_003451_006174_C1CF,2026-06-10,2026-06-29,19.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260610T122103_20260610T122130_064907_082DE1_9292__S1D_IW_SLC__1SDV_20260629T122022_20260629T122049_003451_006174_C1CF,CANDIDATE
S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A,S1D_IW_SLC__1SDV_20260629T122022_20260629T122049_003451_006174_C1CF,2026-06-22,2026-06-29,7.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A__S1D_IW_SLC__1SDV_20260629T122022_20260629T122049_003451_006174_C1CF,CANDIDATE
S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A,S1D_IW_SLC__1SDV_20260711T122023_20260711T122050_003626_00675A_ECEA,2026-06-22,2026-07-11,19.0,ASCENDING,85,S1A_IW_SLC__1SDV_20260622T122103_20260622T122130_065082_083408_663A__S1D_IW_SLC__1SDV_20260711T122023_20260711T122050_003626_00675A_ECEA,CANDIDATE
S1D_IW_SLC__1SDV_20260629T122022_20260629T122049_003451_006174_C1CF,S1D_IW_SLC__1SDV_20260711T122023_20260711T122050_003626_00675A_ECEA,2026-06-29,2026-07-11,12.0,ASCENDING,85,S1D_IW_SLC__1SDV_20260629T122022_20260629T122049_003451_006174_C1CF__S1D_IW_SLC__1SDV_20260711T122023_20260711T122050_003626_00675A_ECEA,CANDIDATE
S1D_IW_SLC__1SDV_20260711T122023_20260711T122050_003626_00675A_ECEA,S1D_IW_SLC__1SDV_20260723T122024_20260723T122051_003801_006D5D_CF9E,2026-07-11,2026-07-23,12.0,ASCENDING,85,S1D_IW_SLC__1SDV_20260711T122023_20260711T122050_003626_00675A_ECEA__S1D_IW_SLC__1SDV_20260723T122024_20260723T122051_003801_006D5D_CF9E,CANDIDATE
S1D_IW_SLC__1SDV_20260723T122024_20260723T122051_003801_006D5D_CF9E,S1D_IW_SLC__1SDV_20260804T122024_20260804T122051_003976_00737A_7892,2026-07-23,2026-08-04,12.0,ASCENDING,85,S1D_IW_SLC__1SDV_20260723T122024_20260723T122051_003801_006D5D_CF9E__S1D_IW_SLC__1SDV_20260804T122024_20260804T122051_003976_00737A_7892,CANDIDATE
